"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","scan_loop_hz","scan_due_hz","scan_started_hz","scan_completed_hz","scan_failed_count","scan_publish_attempt_count","scan_publish_success_count","scan_skip_pending_count","scan_skip_not_due_count","scan_overwritten_count","scan_get_ow_entities_ms","scan_result_raw_count","scan_pending_age_ms","scan_generation","scan_root_ms","scan_list_read_ms","scan_slot_walk_ms","scan_record_build_ms","scan_match_link_ms","scan_cn_ne_target_map_ms","scan_cn_ne_self_validation_ms","scan_component_only_validation_ms","scan_dynamic_pair_ms","scan_finalize_ms","scan_dma_reads_delta","scan_dma_fail_delta","scan_list_read_count","scan_list_read_fail_count","scan_list_fallback_read_count","scan_record_add_attempt_count","scan_record_duplicate_count","scan_record_header_read_count","scan_record_header_fail_count","scan_record_remote_fallback_read_count","scan_pool_id_read_count","scan_match_lookup_count","scan_match_lookup_hit_count","scan_add_pair_attempt_count","scan_add_pair_duplicate_count","scan_link_decrypt_attempt_count","scan_link_decrypt_success_count","scan_playable_validation_attempt_count","scan_playable_validation_success_count","scan_cn_ne_map_candidate_count","scan_cn_ne_target_map_attempt_count","scan_cn_ne_target_map_success_count","scan_cn_ne_bucket_entry_scan_count","scan_component_only_validation_attempt_count","scan_component_only_validation_success_count","scan_detail_records","scan_detail_total_pairs","scan_light_scan_enabled","scan_light_unvalidated_pairs","scan_light_cap_hits","entity_cycle_ms","entity_cycle_dma_reads_delta","entity_cycle_dma_fail_delta","phase_consume_scan_ms","phase_previous_snapshot_copy_ms","phase_hot_scatter_prepare_ms","phase_hot_scatter_execute_ms","phase_base_cache_ms","phase_base_decrypt_ms","phase_health_ms","phase_hero_ms","phase_visibility_ms","phase_skeleton_ms","phase_skill_ms","phase_team_name_ms","phase_local_select_ms","phase_publish_ms","hot_scatter_requested_count","hot_scatter_prepare_requested_count","hot_scatter_prepare_success_count","hot_scatter_prepare_fail_count","hot_scatter_execute_count","hot_scatter_execute_fail_count","hot_scatter_bytes_requested","hot_scatter_bytes_read","hot_scatter_short_read_count","hot_scatter_batch_items","hot_scatter_batch_requests","hot_scatter_estimated_unique_pages","hot_scatter_success_count","hot_scatter_partial_count","hot_scatter_fallback_read_count","visibility_scatter_hit_count","base_cache_hit_count","base_cache_miss_count","base_decrypt_attempt_count","base_decrypt_success_count","base_decrypt_fail_count","skeleton_cache_hit_count","skeleton_cache_miss_count","skeleton_block_read_bytes","skeleton_fallback_get_bone_pos_count","visibility_fallback_count","skill_due_count","skill_read_count","skill_skipped_not_due_count","entity_record_created_count","entity_record_updated_actor_count","entity_record_link_changed_count","entity_record_mark_missing_count","entity_record_mark_dead_count","entity_record_expired_count","component_cache_hit_count","component_cache_miss_count","component_cache_invalidate_interval_count","component_cache_invalidate_link_change_count","component_cache_invalidate_health_resurrect_count","component_cache_invalidate_hero_change_count","dynamic_cache_created_count","dynamic_cache_reused_count","dynamic_cache_replaced_count","dynamic_cache_expired_count","record_store_enabled","record_store_size","record_store_fresh_count","record_store_missing_count","record_store_dead_count","record_store_expired_count","record_store_bases_valid_count","record_store_dynamic_valid_count","record_store_published_valid_count","sdk_component_key_cache_hit_count","sdk_component_key_cache_miss_count","sdk_begin_frame_scan_count","sdk_begin_frame_process_count","sdk_begin_frame_unknown_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","render_viewmatrix_age_ms","render_viewmatrix_max_age_ms","render_viewmatrix_uses","render_viewmatrix_missing_publish_uses","render_viewmatrix_over_16ms","render_viewmatrix_over_33ms","render_viewmatrix_over_50ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","render_prediction_candidates","render_prediction_applied","render_prediction_world_delta_fallback","render_prediction_max_lead_ms","render_prediction_max_offset_cm","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/26 12:57:36","90.0737","90.0737","17","6.214","0.23","7.092","78","17","1.42214","1.42214","0.237023","0.237023","0","9","9","62","0","0","4178.86","26","31","9","0.678","4.003","0.002","1257.4","1228.1","2361.13","20.195","485.837","0.002","0","26695","361","4","0","0","16384","5","1116","0","1121","1116","17","17","41","17","1168","17","1116","0","2336","34","34","17","1168","3","1116","24","0","0","0","134.38","913","14","0","0.001","0.081","3.874","0.002","20.61","0","0.001","0.001","19.373","16.252","8.832","26.958","0.013","64","64","64","0","7","0","61636","61412","2","11","44","66","62","2","2","14","11","11","148","67","81","11","4","31668","0","1","7","24","11","0","0","4","0","0","0","11","11","1","10","0","2","0","4","0","0","1","21","19","0","2","0","15","4","17","0","0","10","319","0","66.666","0","0","171","8993","0","170","133","117","True","True","True","0.002","0.039","0","0","1920","1080","0","0","1920","1080","17","9","9","17","4","1","100","45","4","True","1742","736","23","42","253137","4149","405","162632","10.1106","7.5639","2.5467","normal","True","True","False"
"2026/6/26 12:57:38","84.5713","84.5713","19","6.214","0.236","8","125","19","1.76367","1.76367","0.251953","0.251953","0","10","10","70","0","0","3932.93","30","46","10","0.516","3.015","0.002","1268.31","1176.22","2157.23","13.34","436.105","0.002","0","26406","654","4","0","0","16384","4","1124","0","1128","1124","16","16","41","16","1174","16","1124","0","2346","32","32","16","1172","5","1124","25","0","0","0","135.995","957","45","0","0.001","0.022","9.419","0.001","30.348","0","0.001","0.002","16.54","29.383","7.438","0.325","0.011","81","81","81","0","15","0","85920","85696","2","11","44","78","79","2","2","16","11","15","190","117","73","11","6","35244","0","1","11","33","11","0","0","8","0","0","0","11","15","1","14","0","2","0","4","0","0","1","23","21","0","2","0","17","4","19","0","0","11","333","0","62.5","0","0","171","9164","0","170","133","117","True","True","True","0.001","0.039","0","0","1920","1080","0","0","1920","1080","19","11","11","17","0","0","0","0","4","True","1681","740","24","43","266949","4675","403","162632","12.4003","9.9288","2.4715","normal","True","True","False"
"2026/6/26 12:57:40","82.5874","82.5874","19","6.214","0.236","4.566","93","19","1.76367","1.76367","0.251953","0.251953","0","10","10","70","0","0","3932.93","30","46","10","0.516","3.015","0.002","1268.31","1176.22","2157.23","13.34","436.105","0.002","0","26406","654","4","0","0","16384","4","1124","0","1128","1124","16","16","41","16","1174","16","1124","0","2346","32","32","16","1172","5","1124","25","0","0","0","206.84","1394","18","0","0.001","0.021","7.729","0.002","31.071","0","0.003","0","22.615","47.309","17.261","29.241","0.015","80","80","80","0","13","0","83688","83688","0","12","48","78","80","0","0","17","12","14","180","105","75","12","5","35532","0","0","18","57","5","0","0","8","0","0","0","12","14","0","14","0","2","0","4","0","0","1","23","21","0","2","0","17","4","19","0","0","11","342","0","66.666","0","0","172","9324","0","184","144","127","True","True","True","0.002","0.039","0","0","1920","1080","0","0","1920","1080","19","11","11","17","0","0","0","0","4","True","1568","748","25","46","278781","4789","406","162632","12.649","9.2935","3.3555","normal","True","True","False"
"2026/6/26 12:57:42","82.765","82.765","19","6.214","0.251","8","0","19","2.13371","2.13371","0.237079","0.237079","0","11","11","78","0","0","4163.03","30","47","11","0.413","3.362","0.002","1268.52","1355.76","2389.54","18.735","427.239","0.003","0","26372","594","4","0","0","16384","5","1096","0","1113","1095","16","16","41","16","1144","16","1096","0","2290","32","32","16","1146","5","1096","25","0","0","0","125.518","879","29","0","0.002","0.02","6.985","0","24.199","0","0","0","15.13","27.39","14.34","0.766","0.011","80","80","80","0","13","0","83688","83688","0","12","48","79","80","0","0","17","12","14","180","105","75","12","5","36060","0","0","10","30","12","0","0","10","0","0","0","12","14","0","14","0","3","0","4","0","0","1","23","21","0","2","0","17","4","19","0","0","12","354","0","66.666","0","15","172","9485","0","184","144","127","True","True","True","0.003","0.039","0","0","1920","1080","0","0","1920","1080","19","11","11","17","0","0","0","0","5","True","1434","711","27","50","292228","5160","406","162632","13.6711","9.2887","4.3824","normal","True","True","False"
"2026/6/26 12:57:44","81.16","81.16","19","6.243","0.251","5.347","94","19","2.13371","2.13371","0.237079","0.237079","0","11","11","78","0","0","4163.03","30","47","11","0.413","3.362","0.002","1268.52","1355.76","2389.54","18.735","427.239","0.003","0","26372","594","4","0","0","16384","5","1096","0","1113","1095","16","16","41","16","1144","16","1096","0","2290","32","32","16","1146","5","1096","25","0","0","0","187.084","1233","4","0","0.002","0.022","9.223","0.007","31.673","0.001","0.001","0","13.038","52.408","23.201","0.359","0.012","78","78","78","0","11","0","79224","79224","0","12","48","76","78","0","0","17","12","14","184","95","89","12","5","36060","0","0","13","39","9","0","0","10","0","0","0","12","14","0","14","0","3","0","4","0","0","1","23","21","0","2","0","17","4","19","0","0","12","365","0","66.666","16","0","172","9648","0","184","144","127","True","True","True","0.001","0.039","0","0","1920","1080","0","0","1920","1080","19","11","11","17","0","0","0","0","5","True","1439","709","28","51","305418","5221","405","162632","11.3856","9.0288","2.3568","normal","True","True","False"
"2026/6/26 12:57:46","89.4414","89.4414","17","6.243","0.238","8","141","17","2.25847","2.25847","0.250941","0.250941","0","12","12","105","0","0","3927.73","28","156","12","0.382","3.676","0.001","1291.17","1163.33","2156.6","16.633","410.72","0.004","0","26041","409","4","0","0","16384","0","1099","0","1099","1099","17","17","43","17","1150","17","1099","0","2299","34","34","17","1149","5","1099","26","0","0","0","122.259","853","33","0","0.002","0.016","10.913","0","19.639","0","0.001","0","13.343","29.66","11.772","0.283","0.01","79","79","79","0","12","0","81456","81456","0","12","48","78","79","0","0","17","12","12","156","99","57","12","5","36060","0","0","11","33","11","0","0","10","0","0","0","12","12","2","10","0","3","0","4","0","0","1","21","21","0","0","0","17","4","17","0","0","13","377","0","62.5","0","16","172","9815","0","184","144","127","True","True","True","0.003","0.039","0","0","1920","1080","0","0","1920","1080","17","10","10","15","0","0","0","0","6","True","1577","747","26","47","318814","5523","404","162632","12.4096","9.4131","2.9965","normal","True","True","False"
"2026/6/26 12:57:48","81.9937","81.9937","17","6.243","0.238","5.319","78","17","2.25847","2.25847","0.250941","0.250941","0","12","12","105","0","0","3927.73","28","156","12","0.382","3.676","0.001","1291.17","1163.33","2156.6","16.633","410.72","0.004","0","26041","409","4","0","0","16384","0","1099","0","1099","1099","17","17","43","17","1150","17","1099","0","2299","34","34","17","1149","5","1099","26","0","0","0","182.144","1158","1","0","0.002","0.017","10.844","0.004","38.499","0","0.002","0","22.09","32.621","15.56","0.526","0.011","79","79","79","0","12","0","81456","81456","0","12","48","78","79","0","0","17","12","12","159","99","60","12","5","36060","0","0","10","30","12","0","0","10","0","0","0","12","12","2","10","0","3","0","4","0","0","1","21","21","0","0","0","17","4","17","0","0","13","386","0","62.5","0","0","172","9994","0","198","156","137","True","True","True","0.009","0.039","0","0","1920","1080","0","0","1920","1080","17","12","12","15","0","0","0","0","4","True","1698","739","24","43","329693","5605","408","162632","11.0937","8.3617","2.732","normal","True","True","False"
"2026/6/26 12:57:50","86.8754","86.8754","17","6.243","0.244","8","31","17","6.09623","6.09623","0.217723","0.217723","0","13","13","109","0","0","4425.31","26","16","13","1.47","3.878","0.003","1309.51","1582.02","2608.07","16.151","424.784","0.002","0","26847","373","4","0","0","16384","1","1109","0","1110","1109","17","17","42","17","1160","17","1109","0","2321","34","34","17","1161","4","1109","25","0","0","0","124.838","831","29","0","0.002","0.017","8.712","0.003","25.293","0","0","0","8.913","32.092","10.385","0.453","0.01","78","78","78","0","11","0","79224","79224","0","12","48","76","78","0","0","17","12","10","120","95","25","12","5","32196","2","0","10","30","12","0","0","10","0","0","0","12","10","0","10","0","3","0","4","0","0","1","21","19","0","2","0","17","4","17","0","0","14","398","0","62.5","0","0","172","10178","0","198","156","137","True","True","True","0.002","0.039","0","0","1920","1080","0","0","1920","1080","17","9","9","17","3","1","100","45","5","True","1738","736","23","42","342979","5795","408","162632","9.9297","7.8582","2.0715","normal","True","True","False"
"2026/6/26 12:57:52","91.8656","91.8656","17","6.243","0.244","9.174","79","17","6.09623","6.09623","0.217723","0.217723","0","13","13","109","0","0","4425.31","26","16","13","1.47","3.878","0.003","1309.51","1582.02","2608.07","16.151","424.784","0.002","0","26847","373","4","0","0","16384","1","1109","0","1110","1109","17","17","42","17","1160","17","1109","0","2321","34","34","17","1161","4","1109","25","0","0","0","107.617","746","9","0","0.002","0.016","9.191","0.002","22.3","0","0","0","10.382","21.863","8.581","0.453","0.01","66","66","66","0","7","0","65064","65064","0","12","48","66","66","0","0","15","12","10","136","57","79","12","3","32196","0","0","6","18","12","0","0","6","0","0","0","12","10","0","10","0","3","0","4","0","0","1","21","19","0","2","0","17","4","17","0","0","14","411","0","62.5","0","0","172","10353","0","198","156","137","True","True","True","0.001","0.039","0","0","1920","1080","0","0","1920","1080","17","9","9","17","4","1","100","46","5","True","1642","741","25","45","356296","5992","408","162632","11.3756","8.4055","2.9701","normal","True","True","False"
"2026/6/26 12:57:54","86.9354","86.9354","17","5.89","0.225","12.82","79","17","1.24502","1.24502","0.249004","0.249004","0","14","14","110","0","0","3994.1","26","0","14","0.45","3.151","0.001","1325.51","1176.95","2168.94","12.462","432.078","0.005","0","26459","417","4","0","0","16384","1","1111","0","1112","1111","15","15","37","15","1162","15","1111","0","2324","30","30","15","1162","3","1111","22","0","0","0","89.323","610","31","0","0.002","0.022","3.415","0","20.944","0.001","0","0","11.45","17.862","5.513","0.298","0.011","64","64","64","0","6","0","61636","61636","0","12","48","66","64","0","0","15","12","10","136","57","79","12","3","32196","0","0","5","15","12","0","0","4","0","0","0","12","10","0","10","0","2","0","4","0","0","1","21","19","0","2","0","17","4","17","0","0","15","428","0","62.5","16","16","172","10532","0","198","156","137","True","True","True","0.002","0.039","0","0","1920","1080","0","0","1920","1080","17","9","9","17","5","1","100","45","5","True","1524","727","26","48","369599","6250","407","162632","9.3279","7.3154","2.0125","normal","True","True","False"
