"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","render_viewmatrix_age_ms","render_viewmatrix_max_age_ms","render_viewmatrix_uses","render_viewmatrix_missing_publish_uses","render_viewmatrix_over_16ms","render_viewmatrix_over_33ms","render_viewmatrix_over_50ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/25 18:31:20","60.0964","60.0964","19","6.565","0.25","6.369","46","19","62.5","15","0","172","2040","0","48","40","36","True","True","True","0.002","0.018","0","0","1920","1080","0","0","1920","1080","19","4","4","11","True","926","537","58","105","247676","4536","418","162244","3.2425","0.0676","3.1749","normal","True","False","False"
"2026/6/25 18:31:22","59.9646","59.9646","19","6.565","0.25","4.587","125","19","66.666","0","0","172","2160","0","48","40","36","True","True","True","0.003","0.02","0","0","1920","1080","0","0","1920","1080","19","1","1","13","True","915","548","57","104","261763","4680","418","162244","3.8128","0.0611","3.7517","normal","True","False","False"
"2026/6/25 18:31:24","57.957","57.957","19","6.565","0.264","4.273","94","19","66.666","16","0","172","2280","0","48","40","36","True","True","True","0.002","0.02","0","0","1920","1080","0","0","1920","1080","19","1","1","12","True","1723","432","18","34","276200","5210","417","162244","3.5529","0.0568","3.4961","normal","True","False","False"
"2026/6/25 18:31:26","59.8428","59.8428","17","6.565","0.264","4.273","94","17","62.5","0","16","172","2401","0","58","48","43","True","True","True","0.003","0.02","0","0","1920","1080","0","0","1920","1080","17","3","3","10","True","1502","502","14","26","288741","5241","421","162244","8.1944","0.0535","8.1409","normal","True","False","False"
"2026/6/25 18:31:28","60.1891","60.1891","18","6.565","0.27","4.255","125","18","62.5","0","0","172","2521","0","58","48","43","True","True","True","0.004","0.02","0","0","1920","1080","0","0","1920","1080","18","2","2","12","True","1628","456","17","31","303082","5741","420","162244","3.1633","0.0634","3.0999","normal","True","False","False"
"2026/6/25 18:31:30","59.9364","59.9364","18","5.154","0.27","4.273","16","18","62.5","0","16","172","2642","0","58","48","43","True","True","True","0.001","0.02","0","0","1920","1080","0","0","1920","1080","18","2","2","10","True","1638","493","17","32","316945","5746","419","162244","3.8447","0.0609","3.7838","normal","True","False","False"
"2026/6/25 18:31:32","59.7111","59.7111","20","5.154","0.248","0.941","172","20","66.666","0","0","172","2762","0","64","51","45","True","True","True","0.003","0.02","0","0","1920","1080","0","0","1920","1080","20","4","4","10","True","428","624","20","37","329429","6239","422","667067","7.6515","0.0795","7.572","normal","True","False","False"
"2026/6/25 18:31:34","61.4903","61.4903","21","5.154","0.248","4.926","16","21","62.5","0","0","172","2883","0","72","58","51","True","True","True","0.002","0.021","0","0","1920","1080","0","0","1920","1080","21","4","4","10","True","1066","617","20","37","341630","6272","425","667067","3.339","0.0687","3.2703","normal","True","False","False"
"2026/6/25 18:31:36","59.9207","59.9207","23","5.154","0.272","4.255","31","23","62.5","0","0","172","3003","0","72","58","51","True","True","True","0.002","0.021","0","0","1920","1080","0","0","1920","1080","23","1","1","15","True","921","541","64","116","355669","6811","424","667067","3.8335","0.0648","3.7687","normal","True","False","False"
"2026/6/25 18:31:38","59.7274","59.7274","22","5.154","0.252","7.142","79","22","62.5","16","16","172","3123","0","72","58","51","True","True","True","0.003","0.021","0","0","1920","1080","0","0","1920","1080","22","3","3","12","True","796","520","21","38","369670","6893","424","667067","4.1585","0.0699","4.0886","normal","True","False","False"
"2026/6/25 18:31:40","58.3574","58.3574","23","5.154","0.252","4.566","156","23","66.666","0","0","172","3244","0","72","58","51","True","True","True","0.006","0.021","0","0","1920","1080","0","0","1920","1080","23","3","3","13","True","1551","549","26","47","384285","7360","423","667067","3.8522","0.0664","3.7858","normal","True","False","False"
"2026/6/25 18:31:42","59.7723","59.7723","25","5.154","0.277","4.273","31","25","66.666","0","0","172","3365","0","82","66","58","True","True","True","0.001","0.021","0","0","1920","1080","0","0","1920","1080","25","0","0","18","False","0","0","0","0","397207","7568","425","667067","6.6622","0.0544","6.6078","normal","True","False","False"
"2026/6/25 18:31:44","60.1707","60.1707","24","4.085","0.277","2.777","0","24","62.5","0","0","172","3485","0","82","66","58","True","True","True","0.002","0.024","0","0","1920","1080","0","0","1920","1080","25","0","0","19","False","0","0","0","0","411516","7842","425","667067","7.3895","0.0582","7.3313","normal","True","False","False"
"2026/6/25 18:31:46","59.8636","59.8636","21","4.085","0.261","4.926","203","21","66.666","0","0","172","3606","0","82","66","58","True","True","True","0.002","0.024","0","0","1920","1080","0","0","1920","1080","21","6","6","11","True","284","575","24","47","425949","8147","424","667067","3.3224","0.0696","3.2528","normal","True","False","False"
"2026/6/25 18:31:48","61.3393","61.3393","19","4.085","0.261","4","234","19","62.5","0","16","172","3727","0","92","74","65","True","True","True","0.002","0.024","0","0","1920","1080","0","0","1920","1080","19","6","6","9","True","1259","507","18","32","438810","8370","426","667067","7.1427","0.0749","7.0678","normal","True","False","False"
"2026/6/25 18:31:50","58.4895","58.4895","18","4.085","0.29","5.813","203","18","62.5","0","0","172","3848","0","93","74","65","True","True","True","0.001","0.024","0","0","1920","1080","0","0","1920","1080","18","7","7","6","True","1245","517","23","41","452409","8662","426","667067","3.1772","0.0759","3.1013","normal","True","False","False"
"2026/6/25 18:31:52","58.6715","58.6715","18","4.085","0.29","5.319","62","18","62.5","15","0","172","3968","0","93","74","65","True","True","True","0.002","0.024","0","0","1920","1080","0","0","1920","1080","18","7","7","6","True","1235","558","22","40","466479","8880","426","667067","3.8467","0.0697","3.777","normal","True","False","False"
"2026/6/25 18:31:54","59.921","59.921","18","4.085","0.248","8","31","18","66.666","0","0","172","4089","0","93","74","65","True","True","True","0.001","0.024","0","0","1920","1080","0","0","1920","1080","18","4","4","9","True","622","508","24","43","480764","9329","425","667067","7.6333","0.0715","7.5618","normal","True","False","False"
